fomula,homo,lumo,band gap,cosmoname,cosmodata
LiKKKPbClClClClBrI,-0.21822,-0.06805,0.15017,Methanol,32.6300
LiKKKPbClClClClClCl,-0.224,-0.08365,0.14035,Chlorofom,4.8060
LiKKKPbClClClClII,-0.20895,-0.06287,0.14608,Pyridine,12.3000
LiKKKPbClClClIII,-0.20187,-0.06306,0.13881,Diethyl ether,4.3350
LiKKKPbClIIIII,-0.20872,-0.0748,0.13392,Ethanol,24.3000
LiKKKPbFBrBrBrBrI,-0.21409,-0.06529,0.1488,Ethanol,24.3000
LiKKKPbFBrBrIII,-0.2108,-0.07392,0.13688,Acetonitrile,37.5000
LiKKKPbFBrIIII,-0.20158,-0.08969,0.11189,n-hexadecane,2.0600
LiKKKPbFClBrBrII,-0.20844,-0.09046,0.11798,n-hexadecane,2.0600
LiKKKPbFClClClBrBr,-0.2197,-0.08141,0.13829,Diethyl ether,4.3350
LiKKKPbFClClClClBr,-0.21532,-0.0818,0.13352,Carbon tetrachloride,2.2380
LiKKKPbFClClIII,-0.21147,-0.07275,0.13872,Acetonitrile,37.5000
LiKKKPbFClIIII,-0.21161,-0.09158,0.12003,Ethanol,24.3000
LiKKKPbFFBrBrBrBr,-0.20607,-0.07895,0.12712,Carbon tetrachloride,2.2380
LiKKKPbFFBrBrII,-0.19618,-0.0731,0.12308,n-hexane,1.8900
LiKKKPbFFBrIII,-0.21584,-0.07492,0.14092,Dimethyl sulfoxide,46.7000
LiKKKPbFFFBrII,-0.21193,-0.06262,0.14931,Methylene chloride,9.0800
LiKKKPbFFFClClI,-0.21664,-0.06384,0.1528,Ethanol,24.3000
LiKKKPbFFFFClCl,-0.22386,-0.05027,0.17359,Dimethyl sulfoxide,46.7000
LiKKKPbFFFFFBr,-0.21703,-0.07116,0.14587,Benzene,2.2840
LiKKKPbFFFFFCl,-0.21941,-0.0476,0.17181,Ethanol,24.3000
LiKKKPbFFFFFF,-0.23257,-0.0487,0.18387,Methylene chloride,9.0800
LiKKKPbFFFIII,-0.20162,-0.07545,0.12617,Carbon tetrachloride,2.2380
LiKKKPbFIIIII,-0.20585,-0.09131,0.11454,Diethyl ether,4.3350
LiKKKPbIIIIII,-0.19174,-0.07054,0.1212,n-hexane,1.8900
LiKKKSnBrBrBrBrBrBr,-0.1971,-0.06692,0.13018,Nitrobenzene,35.7000
LiKKKSnBrBrIIII,-0.20478,-0.09053,0.11425,Methanol,32.6300
LiKKKSnClBrBrBrBrBr,-0.20385,-0.07818,0.12567,Ethanol,24.3000
LiKKKSnClClBrBrBrI,-0.19638,-0.06317,0.13321,Acetonitrile,37.5000
LiKKKSnClClBrIII,-0.19855,-0.07127,0.12728,Dimethyl sulfoxide,46.7000
LiKKKSnClClClBrII,-0.19669,-0.05946,0.13723,Acetonitrile,37.5000
LiKKKSnClClClClBrBr,-0.20259,-0.06044,0.14215,Dimethyl sulfoxide,46.7000
LiKKKSnClClClClII,-0.19771,-0.07298,0.12473,Carbon tetrachloride,2.2380
LiKKKSnClClIIII,-0.18796,-0.0619,0.12606,Pyridine,12.3000
LiKKKSnFBrBrBrBrI,-0.19658,-0.05602,0.14056,Methanol,32.6300
LiKKKSnFBrBrBrII,-0.19417,-0.06964,0.12453,Pyridine,12.3000
LiKKKSnFClBrBrBrBr,-0.19659,-0.05598,0.14061,Acetonitrile,37.5000
LiKKKSnFClBrBrBrI,-0.19566,-0.05737,0.13829,Water,78.5400
LiKKKSnFClBrIII,-0.19126,-0.06048,0.13078,Methylene chloride,9.0800
LiKKKSnFClClBrII,-0.19564,-0.06452,0.13112,Acetonitrile,37.5000
LiKKKSnFClClClClBr,-0.20774,-0.05271,0.15503,Acetonitrile,37.5000
LiKKKSnFClClClClCl,-0.19829,-0.05695,0.14134,Acetonitrile,37.5000
LiKKKSnFClClClII,-0.19901,-0.08303,0.11598,n-hexane,1.8900
LiKKKSnFClClIII,-0.18755,-0.06067,0.12688,Ethanol,24.3000
LiKKKSnFFBrIII,-0.20902,-0.0809,0.12812,Benzene,2.2840
LiKKKSnFFClClBrBr,-0.19584,-0.06569,0.13015,n-hexadecane,2.0600
LiKKKSnFFClClClBr,-0.20503,-0.04185,0.16318,Methanol,32.6300
LiKKKSnFFClClII,-0.19813,-0.04888,0.14925,Methylene chloride,9.0800
LiKKKSnFFClIII,-0.20625,-0.07548,0.13077,Carbon tetrachloride,2.2380
LiKKKSnFFFClBrBr,-0.2238,-0.05697,0.16683,Diethyl ether,4.3350
LiKKKSnFFFClClI,-0.2183,-0.05547,0.16283,Ethanol,24.3000
LiKKKSnFFFClII,-0.18519,-0.04722,0.13797,Ethanol,24.3000
LiKKKSnFFFFBrBr,-0.20226,-0.05811,0.14415,Methylene chloride,9.0800
LiKKKSnFFFFClI,-0.20365,-0.04313,0.16052,n-hexane,1.8900
LiKKKSnFFFFII,-0.21268,-0.05797,0.15471,Methanol,32.6300
LiKKKSnFFFIII,-0.21032,-0.08118,0.12914,n-hexadecane,2.0600
LiKKRbGeBrBrBrBrBrBr,-0.20354,-0.07504,0.1285,Dimethyl sulfoxide,46.7000
LiKKRbGeBrBrBrBrII,-0.19026,-0.07332,0.11694,n-hexadecane,2.0600
LiKKRbGeBrIIIII,-0.20054,-0.0944,0.10614,Pyridine,12.3000
LiKKRbGeClBrBrBrBrI,-0.21396,-0.08318,0.13078,Pyridine,12.3000
LiKKRbGeClBrBrBrII,-0.20271,-0.07244,0.13027,Methanol,32.6300
LiKKRbGeClBrBrIII,-0.20833,-0.0923,0.11603,Dimethyl sulfoxide,46.7000
LiKKRbGeClBrIIII,-0.18614,-0.06161,0.12453,Benzene,2.2840
LiKKRbGeClClBrBrBrBr,-0.21687,-0.08048,0.13639,Benzene,2.2840
LiKKRbGeClClBrBrBrI,-0.20139,-0.07627,0.12512,Acetonitrile,37.5000
LiKKRbGeClClBrIII,-0.19662,-0.06555,0.13107,Methanol,32.6300
LiKKRbGeClClClBrII,-0.20928,-0.08304,0.12624,Water,78.5400
LiKKRbGeClClClClClI,-0.20452,-0.05768,0.14684,Water,78.5400
LiKKRbGeClClClIII,-0.19026,-0.06358,0.12668,Diethyl ether,4.3350
LiKKRbGeFClBrBrBrI,-0.18275,-0.05318,0.12957,Benzene,2.2840
LiKKRbGeFClBrBrII,-0.19879,-0.07042,0.12837,Nitrobenzene,35.7000
LiKKRbGeFClBrIII,-0.21152,-0.08447,0.12705,Nitrobenzene,35.7000
LiKKRbGeFClClClBrBr,-0.19858,-0.05268,0.1459,Pyridine,12.3000
LiKKRbGeFClClClBrI,-0.19757,-0.06151,0.13606,Chlorofom,4.8060
LiKKRbGeFFBrBrII,-0.20067,-0.05562,0.14505,Chlorofom,4.8060
LiKKRbGeFFClClClCl,-0.20959,-0.05062,0.15897,Diethyl ether,4.3350
LiKKRbGeFFClClClI,-0.20558,-0.07047,0.13511,Carbon tetrachloride,2.2380
LiKKRbGeFFClIII,-0.20458,-0.07239,0.13219,Methylene chloride,9.0800
LiKKRbGeFFFClClBr,-0.21662,-0.05216,0.16446,Water,78.5400
LiKKRbGeFFFClII,-0.20276,-0.07332,0.12944,Carbon tetrachloride,2.2380
LiKKRbGeFFFFBrBr,-0.21529,-0.0516,0.16369,Dimethyl sulfoxide,46.7000
LiKKRbGeFFFFBrI,-0.21072,-0.04081,0.16991,Nitrobenzene,35.7000
LiKKRbGeFFFFClI,-0.2107,-0.03884,0.17186,Water,78.5400
LiKKRbGeFFFFFF,-0.20961,-0.02866,0.18095,Ethanol,24.3000
LiKKRbGeFFIIII,-0.1824,-0.05278,0.12962,Chlorofom,4.8060
LiKKRbPbBrBrBrBrBrBr,-0.21369,-0.06427,0.14942,Methanol,32.6300
LiKKRbPbBrBrBrBrBrI,-0.21416,-0.06838,0.14578,Methanol,32.6300
LiKKRbPbClBrBrBrBrBr,-0.21633,-0.08951,0.12682,Diethyl ether,4.3350
LiKKRbPbClBrBrBrBrI,-0.21043,-0.09285,0.11758,n-hexane,1.8900
LiKKRbPbClBrBrBrII,-0.1986,-0.0608,0.1378,n-hexadecane,2.0600
LiKKRbPbClBrIIII,-0.21033,-0.07874,0.13159,Pyridine,12.3000
LiKKRbPbClClBrBrBrBr,-0.20702,-0.05597,0.15105,Chlorofom,4.8060
LiKKRbPbClClClBrII,-0.21347,-0.06847,0.145,Methanol,32.6300
LiKKRbPbClClClClBrI,-0.20466,-0.08992,0.11474,n-hexane,1.8900
LiKKRbPbClClClClClBr,-0.21713,-0.08571,0.13142,Carbon tetrachloride,2.2380
LiKKRbPbClClClClClI,-0.21551,-0.06353,0.15198,Pyridine,12.3000
LiKKRbPbClClClClII,-0.2115,-0.06578,0.14572,Nitrobenzene,35.7000
LiKKRbPbFBrBrIII,-0.21106,-0.07414,0.13692,Dimethyl sulfoxide,46.7000
LiKKRbPbFClBrBrBrBr,-0.19634,-0.04754,0.1488,Benzene,2.2840
LiKKRbPbFClBrBrBrI,-0.21389,-0.06479,0.1491,Nitrobenzene,35.7000
LiKKRbPbFClBrBrII,-0.21601,-0.10064,0.11537,n-hexane,1.8900
LiKKRbPbFClClBrBrBr,-0.21538,-0.08067,0.13471,Diethyl ether,4.3350
LiKKRbPbFClClBrBrI,-0.20688,-0.08339,0.12349,n-hexadecane,2.0600
LiKKRbPbFClClClBrI,-0.2154,-0.06151,0.15389,Methanol,32.6300
LiKKRbPbFFBrBrBrBr,-0.21682,-0.07907,0.13775,Diethyl ether,4.3350
LiKKRbPbFFBrBrBrI,-0.20859,-0.06282,0.14577,Pyridine,12.3000
LiKKRbPbFFClBrBrBr,-0.21443,-0.05938,0.15505,Nitrobenzene,35.7000
LiKKRbPbFFClBrBrI,-0.21239,-0.06652,0.14587,Dimethyl sulfoxide,46.7000
LiKKRbPbFFClClClBr,-0.22269,-0.06465,0.15804,Pyridine,12.3000
LiKKRbPbFFFBrBrBr,-0.21321,-0.07377,0.13944,Pyridine,12.3000
LiKKRbPbFFFClBrBr,-0.21709,-0.07204,0.14505,Acetonitrile,37.5000
LiKKRbPbFFFClClCl,-0.21808,-0.0632,0.15488,Diethyl ether,4.3350
LiKKRbPbFFFFBrBr,-0.2136,-0.05271,0.16089,Acetone,20.7000
LiKKRbPbFFFFClBr,-0.22,-0.05045,0.16955,Nitrobenzene,35.7000
LiKKRbPbFFFFClI,-0.21654,-0.06222,0.15432,Nitrobenzene,35.7000
LiKKRbPbFFFFII,-0.20494,-0.07425,0.13069,Methanol,32.6300
LiKKRbPbFFFIII,-0.18682,-0.08875,0.09807,Benzene,2.2840
LiKKRbPbFFIIII,-0.20498,-0.06858,0.1364,Pyridine,12.3000
LiKKRbPbFIIIII,-0.21046,-0.07035,0.14011,Acetonitrile,37.5000
LiKKRbSnBrBrBrBrBrBr,-0.19507,-0.07876,0.11631,Methylene chloride,9.0800
LiKKRbSnBrBrBrBrBrI,-0.20617,-0.08463,0.12154,Ethanol,24.3000
LiKKRbSnBrBrIIII,-0.18914,-0.06784,0.1213,Chlorofom,4.8060
LiKKRbSnBrIIIII,-0.1838,-0.06729,0.11651,Benzene,2.2840
LiKKRbSnClBrBrBrBrI,-0.20362,-0.07757,0.12605,Carbon tetrachloride,2.2380
LiKKRbSnClBrBrBrII,-0.1789,-0.05188,0.12702,Carbon tetrachloride,2.2380
LiKKRbSnClClBrBrBrBr,-0.19424,-0.06487,0.12937,Carbon tetrachloride,2.2380
LiKKRbSnClClClBrBrBr,-0.20137,-0.05767,0.1437,Water,78.5400
LiKKRbSnClClClClBrI,-0.19697,-0.06346,0.13351,Acetonitrile,37.5000
LiKKRbSnClClClClClBr,-0.20123,-0.06395,0.13728,Water,78.5400
LiKKRbSnClClClClClI,-0.1873,-0.05928,0.12802,n-hexadecane,2.0600
LiKKRbSnFBrBrBrBrBr,-0.20253,-0.05671,0.14582,Water,78.5400
LiKKRbSnFBrBrBrBrI,-0.18645,-0.05573,0.13072,Benzene,2.2840
LiKKRbSnFClBrBrBrBr,-0.19344,-0.07569,0.11775,Benzene,2.2840
LiKKRbSnFClBrIII,-0.18593,-0.05946,0.12647,Ethanol,24.3000
LiKKRbSnFClClBrBrBr,-0.19712,-0.06165,0.13547,Nitrobenzene,35.7000
LiKKRbSnFClClClClBr,-0.19932,-0.05196,0.14736,Methanol,32.6300
LiKKRbSnFFBrBrBrBr,-0.19038,-0.05219,0.13819,Acetonitrile,37.5000
LiKKRbSnFFBrBrII,-0.19053,-0.06742,0.12311,Acetonitrile,37.5000
LiKKRbSnFFClBrBrI,-0.19086,-0.06688,0.12398,Pyridine,12.3000
LiKKRbSnFFClClBrI,-0.20504,-0.06646,0.13858,n-hexadecane,2.0600
LiKKRbSnFFClClClBr,-0.19901,-0.05186,0.14715,Methylene chloride,9.0800
LiKKRbSnFFClClClI,-0.20665,-0.07475,0.1319,Chlorofom,4.8060
LiKKRbSnFFClIII,-0.20151,-0.05942,0.14209,Water,78.5400
LiKKRbSnFFFBrBrI,-0.20131,-0.05242,0.14889,Pyridine,12.3000
LiKKRbSnFFFClClCl,-0.23208,-0.05555,0.17653,Nitrobenzene,35.7000
LiKKRbSnFFFFBrI,-0.21371,-0.06053,0.15318,Chlorofom,4.8060
LiKKRbSnFFFFFF,-0.2104,-0.04559,0.16481,Pyridine,12.3000
LiKKRbSnFFFIII,-0.20416,-0.07369,0.13047,Acetonitrile,37.5000
LiKRbCsGeBrBrBrBrBrBr,-0.21845,-0.07812,0.14033,Methanol,32.6300
LiKRbCsGeBrBrBrBrBrI,-0.21352,-0.09027,0.12325,Carbon tetrachloride,2.2380
LiKRbCsGeBrBrIIII,-0.19838,-0.08175,0.11663,Ethanol,24.3000
LiKRbCsGeClBrIIII,-0.19047,-0.06717,0.1233,Chlorofom,4.8060
LiKRbCsGeClClBrBrII,-0.19989,-0.07717,0.12272,n-hexadecane,2.0600
LiKRbCsGeClClClBrBrI,-0.1998,-0.0757,0.1241,Acetonitrile,37.5000
LiKRbCsGeClClClClBrBr,-0.20025,-0.05732,0.14293,Pyridine,12.3000
LiKRbCsGeClClClClClCl,-0.21259,-0.08046,0.13213,Diethyl ether,4.3350
LiKRbCsGeClClClIII,-0.21518,-0.09473,0.12045,Nitrobenzene,35.7000
LiKRbCsGeFBrBrBrBrBr,-0.21458,-0.09493,0.11965,Diethyl ether,4.3350
LiKRbCsGeFBrIIII,-0.17809,-0.06455,0.11354,n-hexadecane,2.0600
LiKRbCsGeFClBrIII,-0.19376,-0.07131,0.12245,Carbon tetrachloride,2.2380
LiKRbCsGeFClClBrBrI,-0.18039,-0.04915,0.13124,Carbon tetrachloride,2.2380
LiKRbCsGeFClClClClBr,-0.20616,-0.0608,0.14536,Benzene,2.2840
LiKRbCsGeFFBrBrII,-0.1996,-0.05644,0.14316,Acetone,20.7000
LiKRbCsGeFFClBrBrBr,-0.20882,-0.06264,0.14618,Pyridine,12.3000
LiKRbCsGeFFClBrBrI,-0.18264,-0.05518,0.12746,Benzene,2.2840
LiKRbCsGeFFClClClBr,-0.21953,-0.04747,0.17206,n-hexadecane,2.0600
LiKRbCsGeFFClClClI,-0.20763,-0.0493,0.15833,Dimethyl sulfoxide,46.7000
LiKRbCsGeFFClClII,-0.20377,-0.05202,0.15175,Pyridine,12.3000
LiKRbCsGeFFFBrBrI,-0.20806,-0.05306,0.155,n-hexane,1.8900
LiKRbCsGeFFFClBrI,-0.20641,-0.06021,0.1462,Diethyl ether,4.3350
LiKRbCsGeFFFFBrI,-0.19307,-0.03882,0.15425,Benzene,2.2840
LiKRbCsGeFFFFFI,-0.20353,-0.03482,0.16871,Methanol,32.6300
LiKRbCsGeIIIIII,-0.19117,-0.08432,0.10685,Chlorofom,4.8060
LiKRbCsPbBrIIIII,-0.19286,-0.08383,0.10903,Carbon tetrachloride,2.2380
LiKRbCsPbClBrBrIII,-0.20977,-0.07284,0.13693,Water,78.5400
LiKRbCsPbClClBrBrBrBr,-0.21436,-0.06429,0.15007,Dimethyl sulfoxide,46.7000
LiKRbCsPbClClBrIII,-0.21262,-0.0762,0.13642,Methanol,32.6300
LiKRbCsPbClClClClBrI,-0.21102,-0.0832,0.12782,Methanol,32.6300
LiKRbCsPbClClClClClBr,-0.21991,-0.05956,0.16035,Water,78.5400
LiKRbCsPbClClIIII,-0.20437,-0.07577,0.1286,Chlorofom,4.8060
LiKRbCsPbFClBrBrBrI,-0.20954,-0.06449,0.14505,Dimethyl sulfoxide,46.7000
LiKRbCsPbFClBrBrII,-0.20763,-0.08453,0.1231,Chlorofom,4.8060
LiKRbCsPbFClClBrII,-0.21083,-0.06399,0.14684,Methanol,32.6300
LiKRbCsPbFClClClBrBr,-0.20954,-0.0725,0.13704,n-hexadecane,2.0600
LiKRbCsPbFClClClClI,-0.20258,-0.0609,0.14168,Benzene,2.2840
LiKRbCsPbFClIIII,-0.20777,-0.08448,0.12329,Nitrobenzene,35.7000
LiKRbCsPbFFBrIII,-0.18471,-0.04867,0.13604,n-hexadecane,2.0600
LiKRbCsPbFFClBrBrBr,-0.21716,-0.0672,0.14996,Pyridine,12.3000
LiKRbCsPbFFClBrBrI,-0.21309,-0.06671,0.14638,Pyridine,12.3000
LiKRbCsPbFFClBrII,-0.19391,-0.07248,0.12143,Benzene,2.2840
LiKRbCsPbFFClIII,-0.21392,-0.06978,0.14414,Ethanol,24.3000
LiKRbCsPbFFFBrII,-0.19666,-0.06536,0.1313,Carbon tetrachloride,2.2380
LiKRbCsPbFFFClClCl,-0.20734,-0.06642,0.14092,Benzene,2.2840
LiKRbCsPbFFFClClI,-0.2063,-0.05302,0.15328,Acetonitrile,37.5000
LiKRbCsPbFFFFBrI,-0.19248,-0.04921,0.14327,Benzene,2.2840
LiKRbCsPbFFFFClCl,-0.21581,-0.04463,0.17118,Nitrobenzene,35.7000
LiKRbCsPbFFFFFCl,-0.18165,-0.06382,0.11783,n-hexane,1.8900
LiKRbCsPbFFFFFF,-0.21808,-0.04296,0.17512,Pyridine,12.3000
LiKRbCsSnBrBrBrBrBrBr,-0.18704,-0.05177,0.13527,Chlorofom,4.8060
LiKRbCsSnBrBrBrBrBrI,-0.17417,-0.0538,0.12037,n-hexane,1.8900
LiKRbCsSnBrBrBrIII,-0.17986,-0.08001,0.09985,n-hexane,1.8900
LiKRbCsSnClBrBrBrII,-0.17961,-0.05595,0.12366,Chlorofom,4.8060
LiKRbCsSnClBrIIII,-0.1834,-0.06421,0.11919,Chlorofom,4.8060
LiKRbCsSnClClClBrBrI,-0.18622,-0.06888,0.11734,n-hexadecane,2.0600
LiKRbCsSnClClClBrII,-0.18884,-0.05552,0.13332,Acetonitrile,37.5000
LiKRbCsSnClClClIII,-0.18958,-0.06281,0.12677,Dimethyl sulfoxide,46.7000
LiKRbCsSnClIIIII,-0.17896,-0.08086,0.0981,n-hexadecane,2.0600
LiKRbCsSnFBrBrBrII,-0.17289,-0.04696,0.12593,Benzene,2.2840
LiKRbCsSnFClBrBrBrBr,-0.18217,-0.05309,0.12908,Carbon tetrachloride,2.2380
LiKRbCsSnFClBrBrII,-0.17206,-0.05211,0.11995,n-hexadecane,2.0600
LiKRbCsSnFClBrIII,-0.18227,-0.07273,0.10954,Chlorofom,4.8060
LiKRbCsSnFClClBrII,-0.18594,-0.07596,0.10998,Carbon tetrachloride,2.2380
LiKRbCsSnFClClClBrI,-0.17635,-0.04391,0.13244,Benzene,2.2840
LiKRbCsSnFClClClClCl,-0.20171,-0.0619,0.13981,Methylene chloride,9.0800
LiKRbCsSnFClClClClI,-0.17853,-0.04213,0.1364,Carbon tetrachloride,2.2380
LiKRbCsSnFClIIII,-0.20495,-0.08045,0.1245,Nitrobenzene,35.7000
LiKRbCsSnFFBrBrBrBr,-0.18212,-0.04243,0.13969,Dimethyl sulfoxide,46.7000
LiKRbCsSnFFBrIII,-0.16621,-0.04278,0.12343,Benzene,2.2840
LiKRbCsSnFFClClBrBr,-0.20759,-0.04916,0.15843,Pyridine,12.3000
LiKRbCsSnFFClClClI,-0.20203,-0.05054,0.15149,Carbon tetrachloride,2.2380
LiKRbCsSnFFClIII,-0.18078,-0.04911,0.13167,Methylene chloride,9.0800
LiKRbCsSnFFFClClBr,-0.1954,-0.05863,0.13677,n-hexadecane,2.0600
LiKRbCsSnFFFFClCl,-0.21289,-0.04579,0.1671,Carbon tetrachloride,2.2380
LiKRbCsSnFFFFFI,-0.16867,-0.04508,0.12359,n-hexane,1.8900
LiKRbCsSnFIIIII,-0.17903,-0.07476,0.10427,n-hexane,1.8900
LiKRbCsSnIIIIII,-0.18188,-0.06166,0.12022,Chlorofom,4.8060
LiKRbRbGeBrBrBrBrBrBr,-0.19386,-0.05252,0.14134,Chlorofom,4.8060
LiKRbRbGeBrIIIII,-0.2041,-0.10178,0.10232,n-hexane,1.8900
LiKRbRbGeClBrBrBrBrBr,-0.2097,-0.09729,0.11241,Chlorofom,4.8060
LiKRbRbGeClBrBrIII,-0.19783,-0.07176,0.12607,Methylene chloride,9.0800
LiKRbRbGeClClBrBrII,-0.22129,-0.09119,0.1301,Pyridine,12.3000
LiKRbRbGeClClClBrII,-0.19342,-0.06382,0.1296,n-hexane,1.8900
LiKRbRbGeClClClIII,-0.20381,-0.10107,0.10274,Chlorofom,4.8060
LiKRbRbGeClClIIII,-0.19956,-0.07854,0.12102,Methanol,32.6300
LiKRbRbGeFBrIIII,-0.18749,-0.08648,0.10101,Benzene,2.2840
LiKRbRbGeFClBrBrBrI,-0.21194,-0.07501,0.13693,Methanol,32.6300
LiKRbRbGeFClClBrBrI,-0.20634,-0.06925,0.13709,Chlorofom,4.8060
LiKRbRbGeFClClClClBr,-0.20293,-0.05257,0.15036,Acetonitrile,37.5000
LiKRbRbGeFFBrBrBrBr,-0.21136,-0.0816,0.12976,Dimethyl sulfoxide,46.7000
LiKRbRbGeFFClBrBrI,-0.21054,-0.04987,0.16067,Acetonitrile,37.5000
LiKRbRbGeFFClClBrI,-0.18972,-0.06156,0.12816,Diethyl ether,4.3350
LiKRbRbGeFFClClClBr,-0.21341,-0.04423,0.16918,Methanol,32.6300
LiKRbRbGeFFClClII,-0.206,-0.05105,0.15495,Acetone,20.7000
LiKRbRbGeFFClIII,-0.19673,-0.07806,0.11867,Methylene chloride,9.0800
LiKRbRbGeFFFClBrBr,-0.20747,-0.06925,0.13822,Benzene,2.2840
LiKRbRbGeFFFFClBr,-0.22388,-0.03324,0.19064,Methanol,32.6300
LiKRbRbGeFFFFFBr,-0.22693,-0.03567,0.19126,Acetonitrile,37.5000
LiKRbRbGeFFIIII,-0.18277,-0.05313,0.12964,Chlorofom,4.8060
LiKRbRbGeFIIIII,-0.19295,-0.0811,0.11185,Methylene chloride,9.0800
LiKRbRbPbBrBrBrBrBrBr,-0.21681,-0.06721,0.1496,Dimethyl sulfoxide,46.7000
LiKRbRbPbBrBrBrBrBrI,-0.20534,-0.07182,0.13352,n-hexadecane,2.0600
LiKRbRbPbBrBrIIII,-0.20933,-0.07291,0.13642,Ethanol,24.3000
LiKRbRbPbClBrBrBrBrI,-0.20737,-0.06231,0.14506,Methylene chloride,9.0800
LiKRbRbPbClClBrBrII,-0.2017,-0.07016,0.13154,n-hexane,1.8900
LiKRbRbPbClClClBrII,-0.19883,-0.06036,0.13847,Benzene,2.2840
LiKRbRbPbClClClClBrBr,-0.2199,-0.06344,0.15646,Ethanol,24.3000
LiKRbRbPbClClClClBrI,-0.2162,-0.08748,0.12872,Chlorofom,4.8060
LiKRbRbPbClClClClII,-0.21578,-0.07019,0.14559,Methylene chloride,9.0800
LiKRbRbPbClClClIII,-0.19991,-0.06307,0.13684,n-hexane,1.8900
LiKRbRbPbFClClClBrBr,-0.21859,-0.0788,0.13979,Chlorofom,4.8060
LiKRbRbPbFClClClClBr,-0.21435,-0.06531,0.14904,Carbon tetrachloride,2.2380
LiKRbRbPbFFBrBrBrBr,-0.21273,-0.0602,0.15253,Ethanol,24.3000
LiKRbRbPbFFBrBrII,-0.19657,-0.08425,0.11232,n-hexane,1.8900
LiKRbRbPbFFClClII,-0.20793,-0.07453,0.1334,Water,78.5400
LiKRbRbPbFFClIII,-0.21572,-0.075,0.14072,Acetonitrile,37.5000
LiKRbRbPbFFFClBrBr,-0.20425,-0.062,0.14225,Carbon tetrachloride,2.2380
LiKRbRbPbFFFClClCl,-0.22444,-0.07505,0.14939,Acetone,20.7000
LiKRbRbPbFFFClII,-0.19837,-0.06927,0.1291,n-hexadecane,2.0600
LiKRbRbPbFFFFFI,-0.19055,-0.05138,0.13917,Carbon tetrachloride,2.2380
LiKRbRbSnBrBrBrBrBrI,-0.18727,-0.05823,0.12904,Benzene,2.2840
LiKRbRbSnBrBrBrBrII,-0.1915,-0.06142,0.13008,Methanol,32.6300
LiKRbRbSnClBrBrBrBrI,-0.20129,-0.0841,0.11719,Dimethyl sulfoxide,46.7000
LiKRbRbSnClClClIII,-0.18106,-0.08381,0.09725,n-hexadecane,2.0600
LiKRbRbSnClClIIII,-0.18535,-0.08774,0.09761,n-hexane,1.8900
LiKRbRbSnFBrIIII,-0.18795,-0.06447,0.12348,Methanol,32.6300
LiKRbRbSnFClBrBrBrI,-0.20168,-0.0987,0.10298,n-hexadecane,2.0600
LiKRbRbSnFClClBrII,-0.20556,-0.08236,0.1232,Water,78.5400
LiKRbRbSnFClClClClCl,-0.19821,-0.04998,0.14823,Pyridine,12.3000
LiKRbRbSnFClClClClI,-0.19113,-0.05714,0.13399,Pyridine,12.3000
LiKRbRbSnFFClBrBrBr,-0.20129,-0.06203,0.13926,n-hexane,1.8900
LiKRbRbSnFFFClClCl,-0.21484,-0.06393,0.15091,Water,78.5400
LiKRbRbSnFFFFClCl,-0.22959,-0.05786,0.17173,Chlorofom,4.8060
LiKRbRbSnFFFFFBr,-0.21059,-0.05863,0.15196,Diethyl ether,4.3350
LiKRbRbSnFFIIII,-0.18006,-0.06759,0.11247,Diethyl ether,4.3350
LiKRbRbSnFIIIII,-0.18635,-0.06417,0.12218,Nitrobenzene,35.7000
LiLiCsCsGeBrBrBrBrBrI,-0.20504,-0.07437,0.13067,Carbon tetrachloride,2.2380
LiLiCsCsGeClBrBrBrBrI,-0.20733,-0.06888,0.13845,Diethyl ether,4.3350
LiLiCsCsGeClBrIIII,-0.19029,-0.08407,0.10622,Pyridine,12.3000
LiLiCsCsGeClClClClBrI,-0.22067,-0.07603,0.14464,Ethanol,24.3000
LiLiCsCsGeClClClClClI,-0.19547,-0.04452,0.15095,Carbon tetrachloride,2.2380
LiLiCsCsGeFClClBrBrBr,-0.20811,-0.05666,0.15145,n-hexane,1.8900
LiLiCsCsGeFClClBrII,-0.19962,-0.07521,0.12441,n-hexane,1.8900
LiLiCsCsGeFClClClClCl,-0.22907,-0.07092,0.15815,Ethanol,24.3000
LiLiCsCsGeFClClClClI,-0.21792,-0.07578,0.14214,Acetone,20.7000
LiLiCsCsGeFClClIII,-0.21877,-0.08023,0.13854,Methanol,32.6300
LiLiCsCsGeFClIIII,-0.18429,-0.0743,0.10999,n-hexane,1.8900
LiLiCsCsGeFFBrBrBrBr,-0.20348,-0.05487,0.14861,Chlorofom,4.8060
LiLiCsCsGeFFClBrBrBr,-0.17779,-0.04165,0.13614,Carbon tetrachloride,2.2380
LiLiCsCsGeFFClBrBrI,-0.21659,-0.07018,0.14641,Chlorofom,4.8060
LiLiCsCsGeFFClBrII,-0.18752,-0.08367,0.10385,Chlorofom,4.8060
LiLiCsCsGeFFClClClBr,-0.21104,-0.06141,0.14963,n-hexadecane,2.0600
LiLiCsCsGeFFFBrBrI,-0.20338,-0.04828,0.1551,Diethyl ether,4.3350
LiLiCsCsGeFFFClClI,-0.21851,-0.06288,0.15563,Acetone,20.7000
LiLiCsCsGeFFFFBrBr,-0.21887,-0.04442,0.17445,Acetone,20.7000
